Hour,VMT (Veh-Miles),VHT (Veh-Hours),# Lane Points,% Observed
12/8/2023 16:00,"25,878,192.60","558,940.80",444528,53.50
12/8/2023 17:00,"25,438,135.80","555,569.50",444528,53.50
12/8/2023 18:00,"23,283,578.10","457,222.20",444245,53.50
12/8/2023 19:00,"19,983,026.60","339,642.70",444491,53.60
12/8/2023 20:00,"17,372,718.70","276,805.90",444516,53.60
12/8/2023 21:00,"15,661,450.10","240,801.50",444522,53.60
12/8/2023 22:00,"13,323,259.80","202,599.40",444522,53.60
12/8/2023 23:00,"9,944,632.80","150,877.50",444276,53.50
12/9/2023 0:00,"6,868,215.00","103,752.10",444431,54.40
12/9/2023 1:00,"4,985,857.10","75,601.40",444522,54.40
12/9/2023 2:00,"4,243,214.00","64,622.40",444522,54.40
12/9/2023 3:00,"3,971,602.50","60,641.90",444522,54.30
12/9/2023 4:00,"4,875,237.30","73,926.10",444486,54.30
12/9/2023 5:00,"7,274,665.70","110,013.40",444516,54.20
12/9/2023 6:00,"11,022,265.00","168,181.50",444522,54.20
12/9/2023 7:00,"14,901,217.60","229,082.80",444528,54.30
12/9/2023 8:00,"18,414,404.70","285,604.20",444504,50.20
12/9/2023 9:00,"21,530,230.70","340,985.30",444522,49.80
12/9/2023 10:00,"23,534,596.60","381,428.20",444522,49.80
12/9/2023 11:00,"24,550,792.70","406,050.20",444516,50.30
12/9/2023 12:00,"24,925,729.10","419,411.80",444528,53.30
12/9/2023 13:00,"24,872,589.10","422,455.30",444522,54.00
12/9/2023 14:00,"25,071,996.50","432,411.90",444516,54.20
12/9/2023 15:00,"25,176,471.00","441,164.70",444510,54.30
12/9/2023 16:00,"24,981,105.80","448,899.60",444522,54.30
12/9/2023 17:00,"24,253,074.50","444,915.70",444522,54.30
12/9/2023 18:00,"21,873,096.00","382,358.40",444264,54.40
12/9/2023 19:00,"18,690,796.60","299,440.90",444497,54.40
12/9/2023 20:00,"16,613,375.60","256,054.30",444552,54.40
12/9/2023 21:00,"15,966,271.40","240,151.70",444546,54.10
12/9/2023 22:00,"14,281,683.20","214,245.90",444558,54.00
12/9/2023 23:00,"10,874,943.70","162,724.30",444306,54.10
12/10/2023 0:00,"7,603,328.00","113,777.10",444570,54.00
12/10/2023 1:00,"5,222,171.70","78,569.80",444576,54.00
12/10/2023 2:00,"4,103,931.90","61,801.10",444564,54.00
12/10/2023 3:00,"3,368,669.70","50,908.40",444576,53.90
12/10/2023 4:00,"3,544,500.30","53,578.30",444576,53.90
12/10/2023 5:00,"4,797,385.40","72,159.20",444570,53.80
12/10/2023 6:00,"7,148,897.70","107,349.40",444564,53.60
12/10/2023 7:00,"9,746,429.80","146,328.10",444515,53.80
12/10/2023 8:00,"13,349,619.20","201,603.30",444564,53.90
12/10/2023 9:00,"17,878,388.10","273,532.70",444564,53.90
12/10/2023 10:00,"21,219,603.50","331,677.90",444534,53.90
12/10/2023 11:00,"22,901,213.20","367,020.50",444503,53.90
12/10/2023 12:00,"23,859,646.60","386,867.20",444429,53.90
12/10/2023 13:00,"23,943,440.90","389,856.60",444410,53.90
12/10/2023 14:00,"23,911,141.50","389,324.90",444395,53.90
12/10/2023 15:00,"23,666,673.20","384,062.60",444225,53.90
12/10/2023 16:00,"23,595,123.00","386,406.50",444291,53.90
12/10/2023 17:00,"22,829,807.30","384,141.50",444254,53.90
12/10/2023 18:00,"20,478,471.00","334,467.60",444304,54.00
12/10/2023 19:00,"18,246,542.00","289,226.20",444194,54.10
12/10/2023 20:00,"16,335,012.50","255,495.10",444209,54.10
12/10/2023 21:00,"13,810,990.50","208,107.90",444259,54.10
12/10/2023 22:00,"10,475,184.70","157,321.20",444199,54.10
12/10/2023 23:00,"7,055,566.60","106,132.90",444254,54.10
12/11/2023 0:00,"4,766,807.50","71,757.20",444199,54.80
12/11/2023 1:00,"3,526,297.10","53,516.80",444199,54.80
12/11/2023 2:00,"3,342,856.40","51,047.30",444239,54.70
12/11/2023 3:00,"4,468,199.30","67,720.70",444234,54.70
12/11/2023 4:00,"8,317,509.00","124,337.10",444204,54.60
12/11/2023 5:00,"14,863,450.90","223,930.10",444229,54.50
12/11/2023 6:00,"20,019,824.30","338,146.00",444222,54.50
12/11/2023 7:00,"23,677,349.70","427,801.40",444284,54.60
12/11/2023 8:00,"23,139,631.80","427,773.20",444199,54.70
12/11/2023 9:00,"21,206,167.40","366,173.30",444289,54.70
12/11/2023 10:00,"21,028,315.70","352,222.40",444264,54.80
12/11/2023 11:00,"21,342,727.50","353,986.30",444224,54.00
12/11/2023 12:00,"21,835,042.50","362,906.30",444230,54.60
12/11/2023 13:00,"22,811,519.00","383,170.20",444224,54.60
12/11/2023 14:00,"24,707,799.60","427,372.20",444199,54.60
12/11/2023 15:00,"25,486,575.90","473,395.80",444281,54.60
12/11/2023 16:00,"25,292,849.60","496,136.40",444219,54.60
12/11/2023 17:00,"24,377,078.50","491,809.90",444234,54.50
12/11/2023 18:00,"20,714,945.90","372,576.60",444219,54.50
12/11/2023 19:00,"16,510,209.50","261,892.30",444199,54.60
12/11/2023 20:00,"13,550,484.60","208,164.60",444259,54.60
12/11/2023 21:00,"11,532,549.30","173,841.70",444234,54.60
12/11/2023 22:00,"8,974,682.90","135,384.60",444249,54.60
12/11/2023 23:00,"6,367,254.90","96,300.30",444310,54.60
12/12/2023 0:00,"4,533,464.80","68,849.70",444254,55.20
12/12/2023 1:00,"3,566,317.10","54,646.60",444279,55.10
12/12/2023 2:00,"3,460,728.00","53,023.10",444244,55.10
12/12/2023 3:00,"4,533,275.00","68,869.60",444204,55.00
12/12/2023 4:00,"8,322,780.00","124,795.40",444229,54.90
12/12/2023 5:00,"14,986,840.00","225,955.40",444199,54.80
12/12/2023 6:00,"20,347,713.50","348,927.90",444209,54.80
12/12/2023 7:00,"24,065,034.10","452,514.10",444274,54.90
12/12/2023 8:00,"23,536,967.60","459,686.70",444254,55.00
12/12/2023 9:00,"21,735,896.00","393,995.90",444225,55.00
12/12/2023 10:00,"21,152,230.60","362,188.00",444239,54.70
12/12/2023 11:00,"21,251,856.50","356,088.10",444254,54.90
12/12/2023 12:00,"21,861,250.30","363,205.50",444209,54.90
12/12/2023 13:00,"22,876,425.90","383,544.70",444184,54.90
12/12/2023 14:00,"24,793,893.10","435,393.50",444219,54.90
12/12/2023 15:00,"25,550,637.90","493,356.20",444214,54.90
12/12/2023 16:00,"25,411,618.10","525,860.20",444240,54.90
12/12/2023 17:00,"24,550,964.60","534,682.00",444244,54.90
12/12/2023 18:00,"21,467,300.10","420,775.90",444265,54.90
12/12/2023 19:00,"17,483,513.20","288,009.10",444310,54.90
12/12/2023 20:00,"14,574,405.30","224,525.40",444255,54.90
12/12/2023 21:00,"12,266,874.30","184,545.90",444255,54.90
12/12/2023 22:00,"9,623,419.60","144,774.90",444229,54.90
12/12/2023 23:00,"6,843,599.90","103,453.80",444250,54.90
12/13/2023 0:00,"4,777,613.50","72,734.30",444324,55.10
12/13/2023 1:00,"3,655,578.00","56,059.20",444280,55.10
12/13/2023 2:00,"3,491,677.30","53,552.60",444185,55.10
12/13/2023 3:00,"4,527,490.50","68,749.00",444194,53.00
12/13/2023 4:00,"8,372,403.10","125,458.80",444281,54.90
12/13/2023 5:00,"15,177,341.60","230,218.80",444229,54.90
12/13/2023 6:00,"20,603,214.60","353,183.60",444184,54.80
12/13/2023 7:00,"24,281,617.60","454,587.50",444249,54.90
12/13/2023 8:00,"23,743,692.20","461,163.80",444311,55.00
12/13/2023 9:00,"21,996,337.20","397,097.50",444224,55.00
12/13/2023 10:00,"21,464,916.50","370,346.40",444230,55.00
12/13/2023 11:00,"21,638,641.10","368,960.80",444199,55.00
12/13/2023 12:00,"22,362,959.40","378,756.70",444259,55.00
12/13/2023 13:00,"23,461,557.50","399,958.80",444249,55.00
12/13/2023 14:00,"25,180,976.40","450,259.80",444264,55.00
12/13/2023 15:00,"25,838,852.00","506,898.50",444249,55.00
12/13/2023 16:00,"25,632,529.80","538,033.30",444239,55.00
12/13/2023 17:00,"24,822,701.50","548,193.10",444234,55.00
12/13/2023 18:00,"21,859,655.60","432,554.70",444284,55.00
12/13/2023 19:00,"17,987,528.20","304,022.70",444040,55.10
12/13/2023 20:00,"15,293,795.90","238,690.80",444055,55.00
12/13/2023 21:00,"13,019,243.20","198,630.30",444055,55.00
12/13/2023 22:00,"10,006,303.50","152,940.10",443995,55.00
12/13/2023 23:00,"7,106,219.30","109,523.30",443838,55.10
12/14/2023 0:00,"5,062,862.60","78,168.10",444113,55.30
12/14/2023 1:00,"3,973,739.90","62,114.90",444101,55.20
12/14/2023 2:00,"3,829,658.10","59,861.10",444121,55.20
12/14/2023 3:00,"4,844,723.90","75,312.40",444106,55.10
12/14/2023 4:00,"8,504,724.60","131,614.20",444126,55.00
12/14/2023 5:00,"14,979,364.70","239,964.50",444151,54.90
12/14/2023 6:00,"20,222,736.50","350,936.80",444111,54.80
12/14/2023 7:00,"23,693,447.20","450,388.10",444121,55.00
12/14/2023 8:00,"23,330,023.10","462,100.80",444106,55.10
12/14/2023 9:00,"21,841,254.10","406,622.60",444138,55.00
12/14/2023 10:00,"21,560,661.20","387,684.70",444162,54.40
12/14/2023 11:00,"22,246,623.60","392,944.70",444468,48.70
12/14/2023 12:00,"22,813,612.40","403,930.50",444468,49.90
12/14/2023 13:00,"23,943,299.60","433,405.60",444420,53.30
12/14/2023 14:00,"25,342,249.30","483,810.30",444444,53.40
12/14/2023 15:00,"26,004,782.50","543,255.30",444456,53.30
12/14/2023 16:00,"25,803,668.90","572,585.20",444413,53.20
12/14/2023 17:00,"24,862,158.50","581,203.90",444408,53.20
12/14/2023 18:00,"22,153,868.70","464,808.10",444378,53.20
12/14/2023 19:00,"18,630,397.60","325,892.00",444395,53.30
12/14/2023 20:00,"16,073,925.30","260,188.20",444414,53.30
12/14/2023 21:00,"13,999,744.50","219,033.50",444408,53.30
12/14/2023 22:00,"11,020,782.20","171,601.20",444414,53.30
12/14/2023 23:00,"7,778,066.30","121,366.90",444162,53.30
12/15/2023 0:00,"5,375,588.10","83,527.30",444340,53.40
12/15/2023 1:00,"4,077,444.10","64,039.90",444414,53.40
12/15/2023 2:00,"3,790,113.10","59,427.40",444420,53.30
12/15/2023 3:00,"4,622,958.40","71,616.20",444383,50.90
12/15/2023 4:00,"8,033,251.20","123,538.10",444268,53.10
12/15/2023 5:00,"14,160,735.30","220,265.10",444389,53.10
12/15/2023 6:00,"19,529,450.20","322,380.80",444414,53.10
12/15/2023 7:00,"23,642,089.20","410,096.10",444618,53.10
12/15/2023 8:00,"23,470,288.50","415,537.00",444618,53.20
12/15/2023 9:00,"22,421,166.00","388,928.50",444618,53.20
12/15/2023 10:00,"23,040,342.70","400,200.60",444593,53.20
12/15/2023 11:00,"24,093,971.90","422,485.70",444612,53.20
12/15/2023 12:00,"24,886,261.40","443,480.30",444630,53.20
12/15/2023 13:00,"25,666,945.30","470,500.40",444630,53.20
12/15/2023 14:00,"26,616,934.60","519,125.60",444366,53.20
12/15/2023 15:00,"26,710,594.70","558,787.90",444605,53.20
12/15/2023 16:00,"26,410,270.60","564,998.90",444594,53.20
12/15/2023 17:00,"25,822,919.60","560,902.60",444611,53.20
12/15/2023 18:00,"23,579,099.10","460,861.50",444618,53.20
12/15/2023 19:00,"20,686,030.80","351,072.80",444597,53.20
12/15/2023 20:00,"18,119,758.30","286,594.20",444618,53.20
12/15/2023 21:00,"16,393,328.40","250,387.60",444618,53.20
12/15/2023 22:00,"13,853,105.00","210,094.50",444612,53.20
12/15/2023 23:00,"10,286,030.70","155,161.30",444618,53.20
12/16/2023 0:00,"7,128,539.50","107,242.10",444549,53.60
12/16/2023 1:00,"5,202,047.80","78,600.10",444612,53.60
12/16/2023 2:00,"4,364,093.50","65,992.50",444630,53.60
12/16/2023 3:00,"4,083,525.40","61,851.20",444630,53.60
12/16/2023 4:00,"5,028,029.80","75,899.50",444629,53.50
12/16/2023 5:00,"7,412,743.30","111,525.80",444642,53.50
12/16/2023 6:00,"11,100,208.80","169,072.90",444582,53.40
12/16/2023 7:00,"14,893,787.40","227,927.90",444612,53.40
12/16/2023 8:00,"18,713,894.70","289,067.70",444618,53.50
12/16/2023 9:00,"22,010,429.60","345,853.20",444612,53.40
12/16/2023 10:00,"24,172,802.10","391,142.10",444366,53.50
12/16/2023 11:00,"25,139,634.00","419,403.70",444624,53.40
12/16/2023 12:00,"25,634,812.80","438,099.50",444599,53.40
12/16/2023 13:00,"25,771,291.70","449,845.10",444588,53.40
12/16/2023 14:00,"25,787,690.20","456,052.20",444618,53.40
12/16/2023 15:00,"25,589,455.30","458,508.20",444618,53.50
12/16/2023 16:00,"25,408,646.70","463,066.90",444618,53.50
12/16/2023 17:00,"24,539,808.50","458,682.30",444612,53.40
12/16/2023 18:00,"22,496,381.70","397,238.10",444336,53.50
12/16/2023 19:00,"19,288,950.70","310,336.30",444602,53.50
12/16/2023 20:00,"17,204,720.90","266,854.20",444354,53.50
12/16/2023 21:00,"16,387,795.40","247,488.60",444618,53.50
12/16/2023 22:00,"14,814,677.30","223,925.20",444597,53.40
12/16/2023 23:00,"11,425,354.20","171,875.40",444351,53.50
12/17/2023 0:00,"7,793,074.10","116,435.50",444521,53.60
12/17/2023 1:00,"5,378,581.10","80,723.40",444618,53.60
12/17/2023 2:00,"4,183,905.40","62,842.70",444612,53.60
12/17/2023 3:00,"3,418,752.90","51,572.30",444612,53.50
12/17/2023 4:00,"3,585,775.40","54,071.00",444351,53.60
12/17/2023 5:00,"4,816,823.10","72,412.40",444527,53.50
12/17/2023 6:00,"7,099,715.00","106,742.10",444593,53.40
12/17/2023 7:00,"9,641,966.70","144,881.20",444618,53.40
12/17/2023 8:00,"13,285,349.20","200,611.30",444624,53.50
12/17/2023 9:00,"17,906,289.20","273,664.20",444618,53.50
12/17/2023 10:00,"21,435,409.40","333,750.10",444599,53.50
12/17/2023 11:00,"23,266,435.50","371,078.40",444612,53.50
12/17/2023 12:00,"24,184,958.40","395,938.80",444630,53.50
12/17/2023 13:00,"24,418,794.60","408,865.00",444618,53.50
12/17/2023 14:00,"24,232,351.50","405,687.40",444618,53.50
12/17/2023 15:00,"23,883,174.20","396,898.30",444624,53.50
12/17/2023 16:00,"23,653,236.20","391,733.90",444618,53.40
12/17/2023 17:00,"22,484,473.60","378,971.30",444336,53.30
12/17/2023 18:00,"20,286,374.20","332,175.80",444550,53.30
12/17/2023 19:00,"17,984,198.50","284,810.00",444515,53.30
12/17/2023 20:00,"16,308,953.90","256,314.30",444451,53.30
12/17/2023 21:00,"14,199,815.80","214,888.90",444531,53.30
12/17/2023 22:00,"10,912,501.70","164,460.50",444527,53.30
12/17/2023 23:00,"7,414,152.60","111,144.50",444508,53.40
12/18/2023 0:00,"4,958,413.60","74,538.90",444477,54.00
12/18/2023 1:00,"3,617,727.90","54,881.60",444558,54.00
12/18/2023 2:00,"3,371,808.70","51,399.50",444598,53.90
12/18/2023 3:00,"4,423,969.50","67,155.60",444315,53.90
12/18/2023 4:00,"8,099,276.70","122,202.70",444567,53.70
12/18/2023 5:00,"14,229,209.50","217,306.90",444618,53.70
12/18/2023 6:00,"19,018,449.90","325,330.10",444624,53.70
12/18/2023 7:00,"22,615,194.70","405,421.00",444690,53.60
12/18/2023 8:00,"22,406,107.80","400,869.60",444672,53.60
12/18/2023 9:00,"21,062,266.70","357,615.40",444618,53.80
12/18/2023 10:00,"21,253,532.80","354,762.10",444612,53.80
12/18/2023 11:00,"21,805,218.70","363,408.10",444618,53.80
12/18/2023 12:00,"22,443,649.40","374,119.90",444618,53.90
12/18/2023 13:00,"23,266,444.90","393,625.20",444618,53.80
12/18/2023 14:00,"24,549,499.90","432,685.20",444591,53.90
12/18/2023 15:00,"25,054,541.00","470,262.20",444612,53.90
12/18/2023 16:00,"24,744,880.50","485,290.20",444606,53.90
12/18/2023 17:00,"23,753,192.40","483,029.80",444612,53.90
12/18/2023 18:00,"20,465,316.50","373,555.10",444588,53.80
12/18/2023 19:00,"16,597,096.40","267,618.00",444522,53.80
12/18/2023 20:00,"13,848,250.30","213,385.70",444672,49.90
12/18/2023 21:00,"11,910,006.20","178,656.70",444672,49.00
12/18/2023 22:00,"9,354,880.60","140,159.90",444672,48.90
12/18/2023 23:00,"6,643,507.50","99,880.40",444420,49.00
12/19/2023 0:00,"3,766,958.60","57,237.80",354252,61.00
12/19/2023 1:00,"2,930,908.70","44,921.00",346032,62.00
12/19/2023 2:00,"2,815,492.90","43,146.50",346032,61.90
12/19/2023 3:00,"3,669,034.10","55,758.80",346032,61.80
12/19/2023 4:00,"6,459,363.30","97,365.40",346032,61.70
12/19/2023 5:00,"11,090,992.40","168,136.60",346032,61.70
12/19/2023 6:00,"15,192,700.60","255,249.00",346032,61.60
12/19/2023 7:00,"18,347,060.00","322,328.40",346032,61.80
12/19/2023 8:00,"18,152,604.30","320,740.60",346032,62.00
12/19/2023 9:00,"16,979,469.50","285,001.50",346032,62.00
12/19/2023 10:00,"16,909,087.60","279,078.00",346032,62.30
12/19/2023 11:00,"17,313,213.70","286,350.60",346032,62.40
12/19/2023 12:00,"17,824,418.50","296,224.70",346032,62.20
12/19/2023 13:00,"18,732,915.20","309,080.80",346032,62.50
12/19/2023 14:00,"20,054,012.10","340,931.70",346032,62.50
12/19/2023 15:00,"20,596,247.50","374,501.20",346032,62.40
12/19/2023 16:00,"20,397,267.30","388,374.80",346032,61.90
12/19/2023 17:00,"19,606,318.30","389,752.40",346032,61.90
12/19/2023 18:00,"16,642,323.90","294,248.40",346032,62.00
12/19/2023 19:00,"13,337,719.90","211,361.00",346032,62.00
12/19/2023 20:00,"11,183,558.70","171,546.90",346032,62.00
12/19/2023 21:00,"9,616,110.80","144,269.70",346032,61.70
12/19/2023 22:00,"7,600,346.40","113,794.10",346032,61.70
12/19/2023 23:00,"5,358,758.70","80,560.10",346032,61.70
12/20/2023 0:00,"3,791,815.80","57,107.10",346032,62.30
12/20/2023 1:00,"2,968,246.50","45,070.30",346032,62.30
12/20/2023 2:00,"2,838,152.90","43,243.10",346032,62.20
12/20/2023 3:00,"3,640,534.10","55,001.20",345780,62.20
12/20/2023 4:00,"6,361,130.30","94,919.30",346032,62.10
12/20/2023 5:00,"11,006,683.20","163,647.80",346032,62.00
12/20/2023 6:00,"14,941,750.50","245,106.30",346032,61.90
12/20/2023 7:00,"17,870,751.30","311,570.50",346032,62.00
12/20/2023 8:00,"17,637,063.00","313,377.70",346038,62.30
12/20/2023 9:00,"16,828,725.60","288,830.90",346032,62.40
12/20/2023 10:00,"16,953,334.90","284,657.10",346032,62.30
12/20/2023 11:00,"17,560,381.30","291,239.50",346032,58.90
12/20/2023 12:00,"18,219,247.20","300,781.40",346032,58.00
12/20/2023 13:00,"18,992,096.40","316,164.50",346032,58.40
12/20/2023 14:00,"20,076,976.20","348,170.40",346032,58.50
12/20/2023 15:00,"20,354,970.60","378,960.50",346032,62.00
12/20/2023 16:00,"19,972,603.40","391,229.50",346032,62.30
12/20/2023 17:00,"19,165,547.00","389,307.90",346032,62.30
12/20/2023 18:00,"16,576,246.90","299,310.00",346032,62.30
12/20/2023 19:00,"13,392,720.60","218,442.40",346032,62.30
12/20/2023 20:00,"11,357,101.50","179,072.50",346032,62.20
12/20/2023 21:00,"9,854,345.80","151,235.30",346032,62.00
12/20/2023 22:00,"7,733,721.60","117,113.40",346032,62.00
12/20/2023 23:00,"5,509,040.00","83,063.00",345780,62.10
12/21/2023 0:00,"3,921,852.40","59,095.10",346032,62.80
12/21/2023 1:00,"3,055,115.50","46,305.50",346032,62.80
12/21/2023 2:00,"2,914,155.10","44,280.40",346032,62.70
12/21/2023 3:00,"3,715,643.60","56,076.30",346032,62.50
12/21/2023 4:00,"6,353,207.90","94,940.20",346032,62.30
12/21/2023 5:00,"10,957,024.30","162,659.80",346038,62.10
12/21/2023 6:00,"14,969,262.20","240,229.60",346050,62.20
12/21/2023 7:00,"18,033,714.30","299,322.50",346056,62.50
12/21/2023 8:00,"17,993,596.10","298,563.40",346038,62.70
12/21/2023 9:00,"17,437,338.40","285,989.90",346032,62.60
12/21/2023 10:00,"18,055,030.90","296,386.90",346032,62.70
12/21/2023 11:00,"18,832,101.70","309,532.70",346032,62.80
12/21/2023 12:00,"19,422,232.60","320,439.40",346032,62.80
12/21/2023 13:00,"20,172,649.70","335,644.40",346032,62.80
12/21/2023 14:00,"21,153,127.80","366,911.90",346032,62.70
12/21/2023 15:00,"21,311,466.10","395,164.70",346032,62.70
12/21/2023 16:00,"21,020,583.00","405,287.10",346032,62.70
12/21/2023 17:00,"20,202,531.50","402,398.50",346032,62.70
12/21/2023 18:00,"17,643,374.30","314,656.00",346032,62.40
12/21/2023 19:00,"14,556,140.20","232,923.30",346032,62.70
12/21/2023 20:00,"12,611,073.10","194,360.00",346032,62.70
12/21/2023 21:00,"11,181,477.90","167,502.30",346032,62.60
12/21/2023 22:00,"8,929,432.20","133,836.90",346032,62.50
12/21/2023 23:00,"6,276,126.20","94,733.10",346032,62.70
12/22/2023 0:00,"5,457,537.80","83,663.20",436221,55.90
12/22/2023 1:00,"4,237,702.30","64,930.60",444420,55.40
12/22/2023 2:00,"3,900,850.40","59,522.60",444420,55.30
12/22/2023 3:00,"4,541,441.80","68,809.40",444216,53.70
12/22/2023 4:00,"7,365,307.90","109,779.50",443887,48.20
12/22/2023 5:00,"12,706,917.60","187,527.30",444069,55.20
12/22/2023 6:00,"17,313,182.90","274,593.80",443998,55.10
12/22/2023 7:00,"20,729,890.20","338,490.20",444033,55.20
12/22/2023 8:00,"21,456,372.10","353,423.60",444028,55.20
12/22/2023 9:00,"22,154,281.70","363,635.90",444124,55.30
12/22/2023 10:00,"23,582,714.00","396,476.10",444093,55.30
12/22/2023 11:00,"24,698,897.80","428,658.70",444149,55.30
12/22/2023 12:00,"25,463,675.40","454,779.20",444163,55.40
12/22/2023 13:00,"25,805,334.30","475,239.10",444083,55.30
12/22/2023 14:00,"26,332,273.10","503,159.60",444144,55.40
12/22/2023 15:00,"26,089,969.70","508,238.20",444158,55.30
12/22/2023 16:00,"25,555,129.40","495,046.30",444033,55.30
12/22/2023 17:00,"24,998,981.30","478,730.40",444053,55.30
12/22/2023 18:00,"22,945,984.00","402,143.60",444013,55.30
12/22/2023 19:00,"20,030,052.40","320,279.80",444028,55.30
12/22/2023 20:00,"17,523,888.30","269,257.70",444018,55.80
12/22/2023 21:00,"15,767,662.60","234,570.80",444003,56.40
12/22/2023 22:00,"13,341,116.60","198,414.90",444028,56.70
12/22/2023 23:00,"9,992,227.80","148,917.10",444063,57.00
12/23/2023 0:00,"7,119,356.50","105,802.20",444099,53.90
12/23/2023 1:00,"5,210,124.30","77,720.30",444028,53.80
12/23/2023 2:00,"4,388,706.80","65,761.70",444039,53.80
12/23/2023 3:00,"4,030,794.40","60,572.40",443993,53.80
12/23/2023 4:00,"4,806,336.60","71,850.00",444079,53.70
12/23/2023 5:00,"6,931,902.60","102,833.60",443998,53.70
12/23/2023 6:00,"10,238,969.20","153,765.50",444028,53.70
12/23/2023 7:00,"13,953,201.60","210,383.70",444028,53.60
12/23/2023 8:00,"17,964,294.70","272,832.70",444018,53.80
12/23/2023 9:00,"22,048,280.20","340,339.20",444033,53.90
12/23/2023 10:00,"24,748,998.10","394,961.00",444018,53.90
12/23/2023 11:00,"26,039,025.80","431,493.70",444023,53.90
12/23/2023 12:00,"26,323,503.30","447,853.10",444068,54.00
12/23/2023 13:00,"26,175,296.00","451,027.20",444023,54.00
12/23/2023 14:00,"26,183,286.90","450,941.70",444033,54.00
12/23/2023 15:00,"25,925,668.10","444,744.30",444038,53.90
12/23/2023 16:00,"25,172,748.20","430,346.90",444033,53.90
12/23/2023 17:00,"24,055,385.90","408,629.10",444068,53.80
12/23/2023 18:00,"21,797,101.60","353,716.10",444093,53.90
12/23/2023 19:00,"18,986,887.80","294,239.30",444053,53.80
12/23/2023 20:00,"17,056,080.80","259,969.10",444039,53.80
12/23/2023 21:00,"15,811,125.00","235,163.90",443998,53.80
12/23/2023 22:00,"13,709,058.10","203,033.20",443786,53.80
12/23/2023 23:00,"10,277,476.70","152,420.50",443806,53.80
12/24/2023 0:00,"7,172,411.10","107,431.40",444064,55.50
12/24/2023 1:00,"4,974,658.80","74,487.50",444033,55.50
12/24/2023 2:00,"3,941,003.70","59,124.80",444039,55.50
12/24/2023 3:00,"3,263,868.50","49,155.60",444048,55.40
12/24/2023 4:00,"3,418,243.80","51,349.10",443993,55.40
12/24/2023 5:00,"4,517,362.00","67,482.70",444028,55.30
12/24/2023 6:00,"6,414,091.70","95,779.10",444023,55.20
12/24/2023 7:00,"8,720,554.40","129,781.50",444028,55.20
12/24/2023 8:00,"12,279,563.40","182,927.80",444013,55.40
12/24/2023 9:00,"16,814,609.50","253,148.40",444003,55.50
12/24/2023 10:00,"20,207,464.50","308,433.10",444033,55.50
12/24/2023 11:00,"21,972,042.90","340,230.50",443973,55.50
12/24/2023 12:00,"23,036,517.80","361,543.50",444028,55.50
12/24/2023 13:00,"23,320,164.60","369,401.40",444038,55.50
12/24/2023 14:00,"23,287,497.10","371,869.70",444028,55.50
12/24/2023 15:00,"22,927,924.80","365,603.40",444018,55.50
12/24/2023 16:00,"22,079,617.50","350,732.50",444058,55.50
12/24/2023 17:00,"20,793,916.40","333,430.10",444058,55.50
12/24/2023 18:00,"18,547,520.20","292,031.20",444018,55.50
12/24/2023 19:00,"16,320,606.40","251,028.00",444028,55.50
12/24/2023 20:00,"15,231,623.50","232,881.00",444043,55.50
12/24/2023 21:00,"14,095,227.10","207,684.10",443988,55.50
12/24/2023 22:00,"11,870,917.10","174,268.50",443983,55.50
12/24/2023 23:00,"8,931,502.30","130,863.70",444003,55.50
12/25/2023 0:00,"6,623,976.30","97,070.80",444069,55.60
12/25/2023 1:00,"5,317,878.80","77,739.50",444048,55.60
12/25/2023 2:00,"3,750,658.60","55,286.60",443978,55.60
12/25/2023 3:00,"3,046,012.20","45,492.10",444059,55.60
12/25/2023 4:00,"3,842,804.70","57,218.80",444099,55.60
12/25/2023 5:00,"6,227,530.10","92,095.30",444008,55.50
12/25/2023 6:00,"8,426,202.00","131,793.50",444006,55.40
12/25/2023 7:00,"10,102,258.30","165,248.70",444003,55.30
12/25/2023 8:00,"11,814,622.60","192,706.20",443998,55.30
12/25/2023 9:00,"14,364,661.50","226,148.50",444028,55.60
12/25/2023 10:00,"17,315,263.60","269,056.40",444013,55.60
12/25/2023 11:00,"19,882,130.90","309,440.60",444008,55.60
12/25/2023 12:00,"21,517,693.20","339,459.40",444013,55.60
12/25/2023 13:00,"22,356,975.90","357,089.50",444083,55.60
12/25/2023 14:00,"22,722,080.00","367,856.20",444008,55.60
12/25/2023 15:00,"22,009,165.50","361,685.30",443988,55.60
12/25/2023 16:00,"21,042,923.00","349,162.50",443998,55.60
12/25/2023 17:00,"20,115,716.10","340,087.20",444038,55.60
12/25/2023 18:00,"18,559,566.20","301,241.20",444033,55.60
12/25/2023 19:00,"17,455,324.40","270,900.50",444023,55.60
12/25/2023 20:00,"16,295,678.30","248,988.10",444048,55.60
12/25/2023 21:00,"14,923,019.60","218,487.00",444038,55.60
12/25/2023 22:00,"11,194,886.40","162,056.70",444023,55.60
12/25/2023 23:00,"7,356,754.40","106,738.30",443776,55.60
12/26/2023 0:00,"4,752,022.90","69,798.10",444044,55.60
12/26/2023 1:00,"3,408,064.80","50,540.40",444058,55.60
12/26/2023 2:00,"3,066,336.00","45,805.60",444038,55.60
12/26/2023 3:00,"3,849,449.70","57,297.90",444048,55.50
12/26/2023 4:00,"6,758,448.70","99,024.30",443988,55.40
12/26/2023 5:00,"11,918,316.80","172,498.10",444033,55.30
12/26/2023 6:00,"15,833,595.70","246,802.80",443998,55.20
